Date,Product,Entity,Campaign Id,Ad Group Id,Keyword Id (Read only),Product Targeting Id (Read only),Keyword Text,Product Targeting Expression,Campaign,Ad Group,Product Name,AG Type,Match Type,Bid,Flag,Flag Type,Flag Text,Reco. Bid,Skip?,Override Bid,Will Set Bid to:,Notes
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,200147287229082,,laundry detergent for leggings,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.1,0400,Up,Profitable - Already Bidding High,2.31,0,,2.31,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,195494566636485,,laundry detergent for activewear,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.5,0400,Up,Profitable - Already Bidding High,2.75,0,,2.75,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,180514065618610,,laundry detergent for sweat,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.1,0402,Up,Profitable - Competitive Bid,2.42,0,,2.42,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,14370991215918,,laundry detergent for workout clothes,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.5,0400,Up,Profitable - Already Bidding High,2.75,False,,2.75,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,87867512101968,,active wear detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.75,0400,Up,Profitable - Already Bidding High,3.03,False,,3.03,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,134465974546793,,sweat laundry detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.25,0402,Up,Profitable - Low Impression Share,2.7,False,,2.7,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,119190678289958,,workout detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.0,0402,Up,Profitable - Low Impression Share,2.4,False,,2.4,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,153876434096661,,workout clothes detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,3.0,0400,Up,Profitable - Already Bidding High,3.3,False,,3.3,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,13211108933808,,workout laundry detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.5,0400,Up,Profitable - Already Bidding High,2.75,False,,2.75,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,200750054708798,,activewear detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.32,0400,Up,Profitable - Already Bidding High,2.55,False,,2.55,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,83320567355107,,activewear laundry detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,3.0,0400,Up,Profitable - Already Bidding High,3.3,False,,3.3,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,177568284962691,,gym detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.25,0400,Up,Profitable - Already Bidding High,2.48,False,,2.48,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,5890376663479,,gym clothes detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.0,0402,Up,Profitable - Competitive Bid,2.3,False,,2.3,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,221377767296002,,fitness detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,1.5,0400,Up,Profitable - Already Bidding High,1.65,False,,1.65,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,145407595620205,,detergent for synthetic fabric,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.0,0400,Up,Profitable - Already Bidding High,2.2,False,,2.2,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,144838235231627,,leggings detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.25,0400,Up,Profitable - Already Bidding High,2.48,False,,2.48,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,164605913626678,,gear detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.1,0400,Up,Profitable - Already Bidding High,2.31,False,,2.31,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,239556171757318,,workout clothing detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.0,0400,Up,Profitable - Already Bidding High,2.2,False,,2.2,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,34174405962866,,workout clothes laundry detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.25,0402,Up,Profitable - Low Impression Share,2.7,False,,2.7,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,187234750434942,,gym clothes laundry detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.5,0400,Up,Profitable - Already Bidding High,2.75,False,,2.75,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,240741034011626,,dry fit detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,1.75,0400,Up,Profitable - Already Bidding High,1.93,False,,1.93,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,147460102151804,,dri-fit detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.25,0400,Up,Profitable - Already Bidding High,2.48,False,,2.48,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,115462948172743,,best detergent for activewear,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.1,0402,Up,Profitable - Competitive Bid,2.42,False,,2.42,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,8488169938932,,laundry detergent for dri-fit,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.1,0400,Up,Profitable - Already Bidding High,2.31,False,,2.31,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,1035773579694,,laundry detergent for athletic,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,1.75,0401,Up,Profitable - Losing Sponsored Position,2.1,False,,2.1,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,269683305393964,,detergent for activewear,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.75,0400,Up,Profitable - Already Bidding High,3.03,False,,3.03,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,155503800423278,,detergent for workout clothes,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.5,0402,Up,Profitable - Low Impression Share,3.0,False,,3.0,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,27970792890805,,dry fit laundry detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,1.79,0400,Up,Profitable - Already Bidding High,1.97,False,,1.97,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,22927106307020,,athletic laundry detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.5,0400,Up,Profitable - Already Bidding High,2.75,False,,2.75,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,143399394031996,,under armour laundry detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.1,0400,Up,Profitable - Already Bidding High,2.31,False,,2.31,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,127257127595364,,yoga pants detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,1.75,0402,Up,Profitable - Competitive Bid,2.01,False,,2.01,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,40990185882097,,athletic wash,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.0,0400,Up,Profitable - Already Bidding High,2.2,False,,2.2,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,7979468697188,,sports clothes laundry detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,1.18,0402,Up,Profitable - Competitive Bid,1.36,False,,1.36,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,68234849237683,,active detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.75,0400,Up,Profitable - Already Bidding High,3.03,False,,3.03,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,110924059512995,,active wash detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.5,0400,Up,Profitable - Already Bidding High,2.75,False,,2.75,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,180238937948274,,active wear wash,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.03,0400,Up,Profitable - Already Bidding High,2.23,False,,2.23,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,57027230367815,,athlete detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.5,0400,Up,Profitable - Already Bidding High,2.75,False,,2.75,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,263138537824334,,gym clothes cleaner,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.0,0400,Up,Profitable - Already Bidding High,2.2,False,,2.2,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,44331157113508,,laundry detergent that removes odors,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,1.75,0400,Up,Profitable - Already Bidding High,1.93,False,,1.93,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,77176304613491,,laundry soap for workout clothes,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.0,0400,Up,Profitable - Already Bidding High,2.2,False,,2.2,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,218919496514545,,sports detergent laundry,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.5,0402,Up,Profitable - Low Impression Share,3.0,False,,3.0,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,223723750251151,,sports laundry detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.83,0402,Up,Profitable - Low Impression Share,3.4,False,,3.4,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,115368516617972,,sweat removing detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.1,0402,Up,Profitable - Low Impression Share,2.52,False,,2.52,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,107363264456582,,laundry detergent athletic wear,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.5,0401,Up,Profitable - Losing Sponsored Position,3.0,False,,3.0,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,276522014661390,,active laundry detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.75,0400,Up,Profitable - Already Bidding High,3.03,False,,3.03,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,119609072165814,,deodorizing detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.25,0400,Up,Profitable - Already Bidding High,2.48,False,,2.48,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,211713685451469,,deodorizing laundry detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.5,0400,Up,Profitable - Already Bidding High,2.75,False,,2.75,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,119975094129327,,laundry detergent active,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.5,0400,Up,Profitable - Already Bidding High,2.75,False,,2.75,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,257444563189337,,smelly laundry detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,1.75,0400,Up,Profitable - Already Bidding High,1.93,False,,1.93,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,104309879882177,,odor remover laundry,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,1.5,0402,Up,Profitable - Competitive Bid,1.72,False,,1.72,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,237903389808457,,stinky laundry detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,1.81,0400,Up,Profitable - Already Bidding High,1.99,False,,1.99,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,77152119947818,,active wash,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.75,0400,Up,Profitable - Already Bidding High,3.03,False,,3.03,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,153928054446306,217189696493709,,detergent for sports clothes,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 1,Active Detergent,KW Exact,exact,2.5,0400,Up,Profitable - Already Bidding High,2.75,False,,2.75,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,7821726805677,,laundry detergent enzymes,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,1.83,0400,Up,Profitable - Already Bidding High,2.01,False,,2.01,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,262491279502339,,odor detergent laundry,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,1.63,0402,Up,Profitable - Competitive Bid,1.87,False,,1.87,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,68308702045419,,laundry odor,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,1.23,0402,Up,Profitable - Low Impression Share,1.48,False,,1.48,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,122292885224173,,laundry detergent smell remover,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,1.5,0402,Up,Profitable - Low Impression Share,1.8,False,,1.8,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,140497567280410,,sportswear detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,2.5,0400,Up,Profitable - Already Bidding High,2.75,False,,2.75,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,150362508429696,,activewear laundry,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,2.5,0400,Up,Profitable - Already Bidding High,2.75,False,,2.75,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,139351755732064,,exercise detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,2.5,0400,Up,Profitable - Already Bidding High,2.75,False,,2.75,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,9212609713499,,sport wear detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,2.31,0400,Up,Profitable - Already Bidding High,2.54,False,,2.54,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,186212412959384,,laundry enzymes,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,1.25,0400,Up,Profitable - Already Bidding High,1.38,False,,1.38,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,81176475883570,,athletic clothes detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,1.75,0402,Up,Profitable - Low Impression Share,2.1,False,,2.1,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,157284718520841,,athletic washing detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,3.0,0402,Up,Profitable - Low Impression Share,3.6,False,,3.6,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,63169076669073,,laundry detergent with enzymes,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,1.43,0402,Up,Profitable - Competitive Bid,1.64,False,,1.64,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,207656579682626,,sport detergent odor,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,1.75,0402,Up,Profitable - Low Impression Share,2.1,False,,2.1,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,279872224282821,,sports detergent odor remover,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,2.0,0402,Up,Profitable - Low Impression Share,2.4,False,,2.4,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,219264677423531,,laundry soak,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,1.75,0400,Up,Profitable - Already Bidding High,1.93,False,,1.93,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,279195693978089,,activewear cleaner,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,2.25,0400,Up,Profitable - Already Bidding High,2.48,False,,2.48,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,218063229589549,,detergent sport,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,2.0,0402,Up,Profitable - Low Impression Share,2.4,False,,2.4,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,56532532331767,,laundry detergent sweat odor,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,2.0,0402,Up,Profitable - Low Impression Share,2.4,False,,2.4,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,132583000371912,,activewear detergent he,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,2.5,0400,Up,Profitable - Already Bidding High,2.75,False,,2.75,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,251775546330999,,active detergent laundry,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,2.75,0400,Up,Profitable - Already Bidding High,3.03,False,,3.03,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,276210355038594,,gym clothes washing detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,2.5,0400,Up,Profitable - Already Bidding High,2.75,False,,2.75,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,4255224283003,,laundry detergent for smelly clothes,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,1.63,0400,Up,Profitable - Already Bidding High,1.79,False,,1.79,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,248463856611822,,laundry detergent sport odor,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,2.0,0400,Up,Profitable - Already Bidding High,2.2,False,,2.2,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,70953684892767,,laundry detergent odor,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,1.5,0402,Up,Profitable - Low Impression Share,1.8,False,,1.8,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,99992614825458,,stinky clothes detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,2.0,0400,Up,Profitable - Already Bidding High,2.2,False,,2.2,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,274400005646803,,activewear laundry detergent powder,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,2.75,0400,Up,Profitable - Already Bidding High,3.03,False,,3.03,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,260928446756613,,laundry detergent sports clothes,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,1.75,0400,Up,Profitable - Already Bidding High,1.93,False,,1.93,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,250139046330764,,enzyme cleaner laundry,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,1.5,0402,Up,Profitable - Competitive Bid,1.72,False,,1.72,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,163057190357846,,enzyme detergent laundry,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,2.0,0400,Up,Profitable - Already Bidding High,2.2,False,,2.2,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,201006554387513,,detergent for sweaty clothes,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,2.0,0402,Up,Profitable - Competitive Bid,2.3,False,,2.3,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,125106492996473,,detergent with enzymes,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,1.5,0402,Up,Profitable - Competitive Bid,1.72,False,,1.72,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,175419379862967,,odor fighting laundry detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,2.0,0400,Up,Profitable - Already Bidding High,2.2,False,,2.2,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,10268320175979,,activewear detergent laundry,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,2.25,0400,Up,Profitable - Already Bidding High,2.48,False,,2.48,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,45403794051778,,enzyme washing detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,2.25,0400,Up,Profitable - Already Bidding High,2.48,False,,2.48,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,68544850040542,,gym clothes deodorizer,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,2.0,0400,Up,Profitable - Already Bidding High,2.2,False,,2.2,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,130316933624710,,best detergent for smelly clothes,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,2.25,0400,Up,Profitable - Already Bidding High,2.48,False,,2.48,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,211847956056094,,athletic clothes wash,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,2.25,0400,Up,Profitable - Already Bidding High,2.48,False,,2.48,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,191423147741572,,active clothing detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,2.25,0400,Up,Profitable - Already Bidding High,2.48,False,,2.48,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,97406001025394,,mildew detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,2.0,0400,Up,Profitable - Already Bidding High,2.2,False,,2.2,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,99708566926346,,activewear wash detergent,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,2.25,0400,Up,Profitable - Already Bidding High,2.48,False,,2.48,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,262809308027485,,laundry detergent for stinky clothes,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,2.0,0400,Up,Profitable - Already Bidding High,2.2,False,,2.2,
Jul-21-2022,Sponsored Products,Keyword,242448086536808,185748548448564,120766260261658,,sport soap laundry,,Active Detergent - SP - KW - Main,Active Detergent - SP - KW - Main - KW Exact - Set 2,Active Detergent,KW Exact,exact,2.0,0400,Up,Profitable - Already Bidding High,2.2,False,,2.2,
