Date,Customer Search Term,Search Term Impression Rank,Search Term Impression Share,Targeting,Match Type,Campaign Name,Currency,Clicks,Impressions,Click-Thru Rate (CTR),Spend,Cost Per Click (CPC),14 Day Total Orders (#),"14 Day Total Sales ","Total Advertising Cost of Sales (ACOS) ",Total Return on Advertising Spend (ROAS),14 Day Conversion Rate
"Jul 6, 2022",laundry cleaner for washer,1,100.00%,top load washing machine cleaner,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Top Load,USD,2,31,6.4516%,$2.24,$1.12,1,$14.95,14.9833%,6.67,50.0000%
"Jul 6, 2022",instant pot 3 qt accessories,1,100.00%,instant pot 3 qt accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,28,3.5714%,$0.19,$0.19,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",spring foam cake pans,1,100.00%,spring foam cake pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,28,3.5714%,$0.61,$0.61,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",instapot accessories 6 quart by instant pot,1,100.00%,instapot accessories 6 quart by instant pot,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,27,3.7037%,$0.53,$0.53,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",3 qt instant pot accessories,1,100.00%,3 qt instant pot accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,21,4.7619%,$0.65,$0.65,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",spring pans for baking,1,100.00%,spring pan baking,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,20,5.0000%,$0.61,$0.61,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",mini cake pans for baking,1,100.00%,mini cake pans for baking,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V2,USD,1,17,5.8824%,$0.4,$0.4,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",round cake tins,1,56.67%,round cake tin,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,2,17,11.7647%,$0.48,$0.24,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",instant pot 8 qt accessories,1,100.00%,instant pot 8 qt accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,15,6.6667%,$0.85,$0.85,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",instant pot accessories 6 qt,1,100.00%,instant pot accessories 6 qt,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,13,7.6923%,$0.51,$0.51,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",nonstick springform pan,1,100.00%,nonstick springform pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,13,7.6923%,$0.44,$0.44,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",6 quart instant pot accessories,1,66.67%,6 quart instant pot accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,12,8.3333%,$0.4,$0.4,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",cake pans for baking,1,100.00%,cake pan baking,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,3,12,25.0000%,$2.21,$0.7367,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",accessories for ninja foodi,1,100.00%,accessories for the ninja foodi,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,11,9.0909%,$0.79,$0.79,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",swimsuit cleaner,1,100.00%,washing machine cleaner,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Main (2),USD,1,11,9.0909%,$1.49,$1.49,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",spring form pans,1,100.00%,spring form pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,9,11.1111%,$0.53,$0.53,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",springform cake pans,1,100.00%,springform cake pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,9,11.1111%,$0.5,$0.5,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",springform pan 7 inch,1,100.00%,springform pan 7 inch,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V2,USD,1,9,11.1111%,$0.4,$0.4,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",9 springform pan,1,100.00%,9'' springform pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V2,USD,1,8,12.5000%,$0.5,$0.5,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",cleaner for washing machine,2,22.86%,cleaner for washing machine,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 1,USD,1,8,12.5000%,$2.3,$2.3,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",instant pot duo crisp accessories,1,100.00%,instant pot duo crisp accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,8,12.5000%,$0.87,$0.87,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",springform pan set,1,100.00%,springform pan set,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V2,USD,1,6,16.6667%,$0.36,$0.36,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",washing machine cleaner toploader,1,100.00%,washing machine cleaner toploader,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Top Load,USD,3,6,50.0000%,$3.7,$1.2333,2,$29.9,12.3746%,8.08,66.6667%
"Jul 6, 2022",antibacterial washing machine cleaner,1,55.56%,antibacterial washing machine cleaner,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 1,USD,1,5,20.0000%,$2.25,$2.25,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",bake cake pan,1,100.00%,bake cake pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,5,20.0000%,$0.48,$0.48,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",baking cake pan,1,100.00%,baking cake pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,2,5,40.0000%,$1.46,$0.73,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",best wash machine cleaner,1,100.00%,top load washing machine cleaner,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Top Load,USD,1,5,20.0000%,$1.12,$1.12,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",cake baking pans round,1,100.00%,cake baking pans round,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,5,20.0000%,$0.5,$0.5,1,$14.95,3.3445%,29.90,100.0000%
"Jul 6, 2022",top load washing machine cleaner and deodorizer,1,100.00%,top load washing machine cleaner and deodorizer,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Top Load,USD,1,5,20.0000%,$1.38,$1.38,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",washer machine cleaner top load,1,100.00%,washer machine cleaner top load,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Top Load,USD,1,5,20.0000%,$1.12,$1.12,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",9 inch springform pan for cheesecake,1,100.00%,9 inch springform pan for cheesecake,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V2,USD,1,4,25.0000%,$0.96,$0.96,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",loose bottom cake pan,1,100.00%,loose bottom cake pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,4,25.0000%,$0.4,$0.4,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",washer tub cleaner top load,1,100.00%,washer tub cleaner top load,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Top Load,USD,1,4,25.0000%,$0.4,$0.4,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",8-quart instant pot accessories,1,100.00%,8 quart instant-pot accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,3,33.3333%,$0.77,$0.77,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",clothes washer cleaner and deodorizer,2,14.29%,clothes washer cleaner deodorizer,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 1,USD,1,3,33.3333%,$2.01,$2.01,1,$14.95,13.4448%,7.44,100.0000%
"Jul 6, 2022",clothes washer cleaner tablets,1,100.00%,clothes washer cleaner tablets,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 1,USD,1,3,33.3333%,$2.65,$2.65,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",instant pot accessory set,1,100.00%,instant pot accessories set,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,3,33.3333%,$0.4,$0.4,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",splash spotless washing machine cleaner tablets,1,100.00%,washing+machine+tablet+cleaner,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Main (2),USD,1,3,33.3333%,$1.21,$1.21,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",top load washer cleaner,1,100.00%,top load washer cleaner,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Top Load,USD,1,3,33.3333%,$1.22,$1.22,1,$14.95,8.1605%,12.25,100.0000%
"Jul 6, 2022",top loading washer cleaner,1,100.00%,top loading washer cleaner,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Top Load,USD,2,3,66.6667%,$1.74,$0.87,1,$14.95,11.6388%,8.59,50.0000%
"Jul 6, 2022",wash machine cleaner front loader,1,100.00%,wash machine cleaner front loader,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Front Load,USD,1,3,33.3333%,$1.22,$1.22,1,$14.95,8.1605%,12.25,100.0000%
"Jul 6, 2022",washing machine pods cleaner,1,100.00%,washing+machine+cleaner+pods,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Main (2),USD,1,3,33.3333%,$1.06,$1.06,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",7 in cheesecake pan,1,100.00%,7 cheesecake pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V2,USD,1,2,50.0000%,$0.4,$0.4,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",cake round pans,1,100.00%,cake round pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,2,50.0000%,$0.64,$0.64,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",cleaner for washing machine top load,1,100.00%,top load washing machine cleaner,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Top Load,USD,2,2,100.0000%,$1.62,$0.81,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",instant pot 6 qt accessories,2,33.33%,instant pot 6 qt accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,2,50.0000%,$0.35,$0.35,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",lysol washing machine sanitizer,1,100.00%,lysol washing machine sanitizer,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 1,USD,1,2,50.0000%,$1.39,$1.39,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",nonstick round cake pan,1,100.00%,nonstick round cake pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,2,50.0000%,$0.4,$0.4,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",springform pan set of 3,1,100.00%,springform pan set 3,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V2,USD,1,2,50.0000%,$0.79,$0.79,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",washing machine cleaner & deodorizer,1,100.00%,washing machine cleaner and deodorizer,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 1,USD,1,2,50.0000%,$1.25,$1.25,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",washing machine top loader mildew cleaner,1,100.00%,washing+machine+cleaner+for+top+loader+washing+machine,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Top Load,USD,1,2,50.0000%,$0.69,$0.69,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",洗衣机清洁,1,100.00%,top load washing machine cleaner,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Top Load,USD,1,2,50.0000%,$1.12,$1.12,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",bake round pan,1,100.00%,bake round pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,1,100.0000%,$0.4,$0.4,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",cleaner for washing machine toploader,1,100.00%,washing+machine+cleaner+toploader,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Top Load,USD,1,1,100.0000%,$0.82,$0.82,1,$14.95,5.4849%,18.23,100.0000%
"Jul 6, 2022",front loader washing machine cleaning tabs,1,100.00%,front+loader+washing+machine,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Front Load (2),USD,1,1,100.0000%,$0.83,$0.83,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",lg descaler for washing machine,1,100.00%,lg+washing+machine+descaler,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Main (2),USD,1,1,100.0000%,$0.63,$0.63,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",lg washer tub cleaner top load,1,100.00%,lg washer tub cleaner top load,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Top Load,USD,1,1,100.0000%,$0.84,$0.84,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",spring cake tins,1,100.00%,spring cake tin,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,1,100.0000%,$0.4,$0.4,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",springform pan set of 4,1,100.00%,springform pan set of 4,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V2,USD,1,1,100.0000%,$1.15,$1.15,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",wash warrior machine cleaner,1,100.00%,wash warrior machine cleaner,EXACT,Washing Machine Cleaner - SB - KW - Comp - KW Exact - Comp Terms (2),USD,1,1,100.0000%,$1.57,$1.57,1,$14.95,10.5017%,9.52,100.0000%
"Jul 6, 2022",wash warrior washing machine cleaner deep clean formula,1,100.00%,wash warrior washing machine cleaner deep clean formula,EXACT,Washing Machine Cleaner - SB - KW - Comp - KW Exact - Comp Terms (2),USD,1,1,100.0000%,$0.65,$0.65,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",washer cleaning top load,1,100.00%,cleaning+top+load+washer,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Top Load,USD,1,1,100.0000%,$0.6,$0.6,1,$14.95,4.0134%,24.92,100.0000%
"Jul 6, 2022",washing machine cleaner inside,1,100.00%,washing machine cleaner inside,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 2,USD,1,1,100.0000%,$1.29,$1.29,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",washing machine industrial cleaner,1,100.00%,washing machine industrial cleaner,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 2,USD,1,1,100.0000%,$0.98,$0.98,0,$0.0,,0.00,0.0000%
"Jul 6, 2022",washing machine sanitizer top load,1,100.00%,washing machine sanitizer top load,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Top Load,USD,1,1,100.0000%,$0.79,$0.79,1,$14.95,5.2843%,18.92,100.0000%
"Jul 6, 2022",washing machine tablets washer,1,100.00%,washing+machine+washing+tablets,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Main (2),USD,1,1,100.0000%,$0.92,$0.92,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",instant pot accessories,1,38.76%,instant pot accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,39,2169,1.7981%,$41.25,$1.0576999999999999,5,$80.87,51.0078%,1.96,12.8205%
"Jul 7, 2022",oxiclean,2,22.34%,oxiclean,EXACT,Washing Machine Cleaner - SB - KW - Comp - KW Exact - Comp Terms (2),USD,2,2095,0.0955%,$1.37,$0.685,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",washing machine cleaner,2,28.25%,washing machine cleaners,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 1,USD,7,884,0.7919%,$19.5,$2.7857,2,$29.6,65.8784%,1.52,28.5714%
"Jul 7, 2022",washing machine cleaner,2,28.25%,washing machine cleaner,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 1,USD,0,781,0.0000%,$0.0,,0,$0.0,,,
"Jul 7, 2022",cake pan,2,24.05%,cake pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,5,1486,0.3365%,$2.92,$0.584,1,$29.9,9.7659%,10.24,20.0000%
"Jul 7, 2022",cake pans,1,43.14%,cake pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,10,525,1.9048%,$5.84,$0.584,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",active washing machine cleaner,2,39.24%,active washing machine cleaner,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 1,USD,1,352,0.2841%,$1.49,$1.49,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",ninja foodi accessories,1,68.60%,ninja foodi accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,2,236,0.8475%,$1.5,$0.75,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",washer machine cleaner,2,17.25%,washer machine cleaner,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 1,USD,2,159,1.2579%,$4.0,$2.0,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",springform pan 9 inch nonstick,1,100.00%,springform pan 9 inch nonstick,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V2,USD,2,154,1.2987%,$1.78,$0.89,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",instapot accessory,1,69.23%,instapot and accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,3,144,2.0833%,$2.58,$0.86,3,$57.93,4.4537%,22.45,100.0000%
"Jul 7, 2022",springform pan,1,100.00%,springform pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,2,126,1.5873%,$1.78,$0.89,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",springform pans,1,100.00%,springform pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,2,123,1.6260%,$1.78,$0.89,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",instant pot accessories 6 qt only,1,72.57%,instant pot accessories 6 qt only,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,82,1.2195%,$0.93,$0.93,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",splash spotless washing machine cleaner,2,24.25%,washing machine cleaner,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Main (2),USD,4,73,5.4795%,$6.28,$1.57,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",pressure cooker accessories,1,100.00%,pressure cooker accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,4,70,5.7143%,$1.23,$0.3075,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",spring forms for baking,1,100.00%,spring form for baking,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,2,69,2.8986%,$2.22,$1.11,1,$10.95,20.2740%,4.93,50.0000%
"Jul 7, 2022",splash spotless for washer,1,50.43%,wash machine cleaner tablets for high efficiency,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - HE (2),USD,5,59,8.4746%,$5.0,$1.0,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",mold remover for washing machine,1,100.00%,mold remover washing machine,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 1,USD,1,46,2.1739%,$1.84,$1.84,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",cake baking pans,1,97.62%,cake baking pans,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,41,2.4390%,$0.95,$0.95,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",washing machine cleaner top load,2,22.35%,washing machine cleaner top load,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Top Load,USD,1,38,2.6316%,$1.5,$1.5,1,$14.95,10.0334%,9.97,100.0000%
"Jul 7, 2022",spring pan,1,100.00%,spring pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,34,2.9412%,$0.57,$0.57,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",spring form pan,1,100.00%,spring form pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,2,32,6.2500%,$1.08,$0.54,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",washing machine descaler,1,100.00%,washing machine descaler,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 1,USD,1,32,3.1250%,$1.73,$1.73,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",instant pot accessory set,1,64.58%,instant pot accessories set,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,2,31,6.4516%,$0.66,$0.33,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",round baking pan,1,91.18%,round baking pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,31,3.2258%,$0.58,$0.58,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",baking pans removable bottom,1,57.45%,baking pan removable bottom,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,27,3.7037%,$0.4,$0.4,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",instapot accessories 6 quart by instant pot,1,69.23%,instapot accessories 6 quart by instant pot,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,2,27,7.4074%,$1.06,$0.53,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",instant pot 6 quart accessories,1,100.00%,instant pot 6 quart accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,25,4.0000%,$1.15,$1.15,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",6qt instant pot accessories,1,51.16%,6qt instant pot accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,22,4.5455%,$1.15,$1.15,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",baking pan round,1,100.00%,baking pan round,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,20,5.0000%,$0.4,$0.4,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",mini cake pans for baking,1,100.00%,mini cake pans for baking,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V2,USD,1,20,5.0000%,$0.64,$0.64,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",spring foam cake pans,1,100.00%,spring foam cake pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,18,5.5556%,$0.63,$0.63,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",front load washer cleaner,1,100.00%,front load washer cleaner,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Front Load,USD,1,17,5.8824%,$1.83,$1.83,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",splash spotless washing machine tablets,1,100.00%,top load washing machine cleaner,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Top Load,USD,1,17,5.8824%,$1.12,$1.12,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",cake pans for baking,1,66.67%,cake pan baking,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,16,6.2500%,$0.45,$0.45,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",spring form pans,1,100.00%,spring form pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,16,6.2500%,$0.53,$0.53,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",instant pot 3 qt accessories,1,100.00%,instant pot 3 qt accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,14,7.1429%,$0.19,$0.19,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",nonstick cake pans,1,100.00%,nonstick cake pan,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,2,13,15.3846%,$1.52,$0.76,1,$20.95,7.2554%,13.78,50.0000%
"Jul 7, 2022",3 qt instant pot accessories,1,100.00%,3 qt instant pot accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,12,8.3333%,$0.65,$0.65,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",accessories for instant pot 6 qt,1,100.00%,accessories for instant pot 6 qt,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,11,9.0909%,$0.83,$0.83,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",cake pan springform,1,100.00%,cake pan springform,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V2,USD,1,11,9.0909%,$0.62,$0.62,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",crockpot express accessories,1,100.00%,crockpot express accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,11,9.0909%,$0.61,$0.61,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",best washing machine cleaner,2,27.78%,best washing machine cleaner,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Main - Set 1,USD,1,10,10.0000%,$1.73,$1.73,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",laundry cleaner for washing machine,1,100.00%,top load washing machine cleaner,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Top Load,USD,1,7,14.2857%,$0.92,$0.92,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",laundry cleaner for washing machine,1,100.00%,laundry+washing+machine+cleaner,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - Main (2),USD,1,3,33.3333%,$1.21,$1.21,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",front loader washing machine cleaner,2,21.95%,front loader washing machine cleaner,EXACT,Washing Machine Cleaner - SB - KW - Main - KW Exact - Front Load,USD,1,9,11.1111%,$1.93,$1.93,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",instant pot 6 qt accessories,1,100.00%,instant pot 6 qt accessories,EXACT,InstaExtras - SB - KW - Store Spotlight - KW Exact - General IP Terms,USD,1,9,11.1111%,$1.04,$1.04,0,$0.0,,0.00,0.0000%
"Jul 7, 2022",splash spotless tablets,1,100.00%,wash machine cleaner tablets for high efficiency,BROAD,Washing Machine Cleaner - SB - KW - Main - KW Broad - HE (2),USD,1,9,11.1111%,$1.0,$1.0,1,$14.95,6.6890%,14.95,100.0000%
"Jul 7, 2022",springform pan set of 3,1,100.00%,springform pan set 3,EXACT,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V2,USD,1,9,11.1111%,$0.79,$0.79,0,$0.0,,0.00,0.0000%
